Text,Sentiment
สุ้ๆๆคะ เป้นกำลังอยุ่ข้างหลังเสมอ,pos
ทำไมตัดบัตรทันทีอ่ะนี่อยู่เมกาเรียกอูเบอร์เค้าตัดหลังรับส่งถึงที่นะ,neg
อ้าวรึ,neu
ทำไมต้องแพ้แอลกอฮอล์ด้วยนิ่ วอสก้าก็แพ้ สเมอนอฟก็แพ้ บลาๆ เห้อมม,neg
เข้งที่ 3,neu
ลาเนจจจจจ,neu
งง เหมือนกัน รถผมแค่วีออส หลับในชนท้ายกระบะ ถุงแตกสองใบ ผมออกมาเดินเฉย ไม่เป็นไรเลย,pos
กินเบียร์ต้องกินกับน้ำแข็งก้อนใหญ่ๆด้วยนะถึงจะอร่อย,neu
"คู่หน้าอัลเมร่า 1,800บ.คับ",neu
"ชีวิตยังมีอะไรให้ทำอีกเยอะ! เพราะชีวิตในปีหน้า มีเป้าหมายที่ต้องไปให้ถึง อยากสนุกส่งท้ายปี ต้องสนุกแบบกลมกล่อม กลับบ้านปลอดภัย เพื่อไล่ตามเป้าหมายที่ตั้งไว้ . . . BLEND 285 เตรียมบูธรอส่งคุณให้กลับบ้านอย่างปลอดภัย ที่งาน The Bangkok Countdown 2018 ในวันที่ 30-31 ธ.ค. นี้ ที่ Live Park พระราม 9 พร้อมโปรโมชั่นพิเศษกับ Uber, Grab, และ U Drink I Drive เพื่อไปให้ถึงเป้าหมายในปีหน้า #TBC #BLEND285 #Findyourjoy #BLENFES #ชีวิตดีเรามีได้ #ใช้ชีวิตให้กลมกล่อม",neu
"#เราห่วงใยในสุขภาพคุณ #มหกรรมรักสุขภาพ60 ดูแลสุขภาพของคุณด้วยการตรวจสุขภาพเป็นประจำทุกปี โปรแกรมตรวจสุขภาพ 18 รายการ ราคา 2,500 บาท 23 รายการ ราคา 4,700 บาท 21 รายการ ราคา 6,200 บาท ดูรายละเอียดโปรแกรมตรวจสุขภาพทั้งหมดที่ลิงก์ http://www.chanthaburihospital.com/promotiondetail.php?id=7 สอบถามข้อมูลเพิ่มเติม โทร.039-319888 , 1719 Add line: https://line.me/ti/p/@bdmschanthaburi #โรงพยาบาลกรุงเทพจันทบุรี #BCH #BangkokHospitalChanthaburi",neu
ป๋องดำแม้งน่ากลัว,neu
ดีนะครับ,pos
คุณพ่อทำไมไม่ไปเต้นกะคุณลูกๆ ด้วยหละคะ,neu
ประเด็นคือ เรามีการเลื่อนวันสอบของ #dek62 กันแล้ว เพื่อไม่ให้ชนกับวันเลือกตั้ง ที่จะถึงนี้ (ขยับวันสอบเร็วขึ้น 1 อาทิตย์) แต่ตอนนี้มีข่าวว่าจะเลื่อนเลือกตั้ง ก็ขอให้เลื่อนวันสอบของเด็กกลับมาวันเดิมครับ ถ้ามีการเลื่อนเลือกตั้งจริงๆ น้องๆ ออกมาเรียกร้องเลยครับ #เลือกตั้ง62,neg
อยากให้เเมคโดนัลด์มาเปิดสาขาใหม่ที่สิงห์บุรีบ้าง รอจนรอไม่ไหวเเล้ว,neu
ใครเซียน #rov ต้องชอบอันนี้ อ่านสกิล แต่ละตัวแล้วฮา แล้วแบ็คกราวด์บ่งบอกหัวหน้าทีมมาก ภาพใส่ความหมายกับกิมมิคให้ตีโจทย์ 555 ชอบๆ #เลือกตั้ง62 สีสันดี เอามาจากไหน? เอามาจาก เพจ rovไหมละ เด้อ!!!!,pos
รถยนต์ NEW MG ZS รุ่น C ไม่มี i-SMART System รุ่น X มีหลังคา Sunroof ครับ สามารถดูรายละเอียดเพิ่มเติมในเว็บไซต์ตามลิงค์นี้ได้เลยครับ :) http://mgcars.com/th/mg-models/mgzs/detail/compare,neu
คันดำ ฮอนด้าซิตตี้ปีประมาณ 1997 รถปีเก่าไม่น่ามีประกันชั้น1 งานนี้ควักเนื้อเน้นๆ,neu
นิสสัน ซิลฟี่ กลับมาครั้งนี้ขอร่วมวงรถยนต์ไฟฟ้า..ใช้พื้นฐานเดียวกับลีฟ!! วิ่งได้ 300 กว่าโล..ต่อการชาร์จ 1 ครั้ง!!,neu
ผมกินหงส์ทองหรือไม่ก็285 ลูกหนี้ผมแดกชีวาส หรือไม่ก็รีเจนซี ผมกินอาหารตามสั่งข้างถนนมือนึงก็ 45-50 บาท ลูกหนี้ผมกินอาหารตามสั่งในร้านอาหารติดแอร์มื้อละ 100 โพสรูปเที่ยวนู่นนี่นั่น กินแต่ของดี ๆ พอทวงเงินเสือกบอกไม่มีตลอด,neg
